page,feature_name,context,word_count,has_thai_music,has_jazz,has_ml_terms,has_fusion
145,improvisation,"mining the Musical Features of dontri paktai       129  fundamental rhythmic patterns and a smaller drum (luk kut) for generating variations such as  improvisational fills or off-beat accents. Both regions also feature one unpitched gong (or khong  in the central-Thai dialect) in rong ngeng performances, utilize",220,True,True,False,False
146,rhythm,gong and maracas performed by the one  percussionist and serving to signify the downbeat accents. The sound of the rebana also  constructs perpetual rhythmic patterns that signify and guide the distinguished stylistic  rhythmic patterns used in rong ngeng performance. To provide complicated rhythmic ideas—in  part,244,False,False,False,False
147,rhythm,"ficant rhythmic  information can provide jazz composers with a better understanding of rebana performances  and also develop the practical concept of rhythmic patterns performed in both types of rong  ngeng performance. However, due to regional accents and the diverse dialects that may differ  between Muslims in Th",398,False,True,False,True
147,cross_cultural,"treble sound and the bottom line refers to  the bass tone. The “x”, meanwhile, designates the muted sounds, in order to substantially  reduce any confusion around the letters used in my method.    To provide demonstrations of the rhythmic patterns of rong ngeng music practiced in Muslim  communities in T",398,False,True,False,True
148,rhythm,"CHAPTER 5: Examining the Musical Features of dontri paktai       132      Figure 5.8b: Fundamental rhythmic patterns of rong ngeng tanyong, continued.     In Laga dua, the rong ngeng rhythm is characterized by two measures of a repeating rhythmic  pattern. This rhy",321,False,True,False,False
149,rhythm,frequently apply to accompany rong ngeng dancers.266 The example of  these three rebana patterns are displayed in Figure 5.9.267          Figure 5.9: Rhythmic pattern in southeastern rong ngeng performances.  Transcription by the author.    The fundamental rhythm of the Asli pattern as played by Apicha’s ensemble h,221,False,True,False,False
150,rhythm,"less syncopated in its rhythm than  the Asli pattern. The fast inang includes syncopated rhythms on the upbeats of the second and  fourth beats. The rhythmic pattern of the fast inang is also similar to the rhythmic pattern that  accompanies “Sinadong” in southwestern rong ngeng performances, but with different be",404,False,False,False,False
151,rhythm,"tures by cultural institutions and local artists. This preserved both  the original dance postures associated with accompanying compositions, and the rhythmic  patterns traceable back to the original practices of the sultanate period.    Traditionally, there are at least eight compositions that are famously employed",294,False,False,False,False
153,rhythm,"ng C, D, and G♭ harmonic minor (in red  rectangles in Figure 5.12). The prominent musical elements of southwestern rong ngeng— namely, the individual rhythmic patterns mak inang and sinadong—were also adjusted for use as  rhythmic accompaniment devices in the rhythm section in the solo parts, as illustrated in the",392,False,True,False,True
153,improvisation,"umental  arrangements also shift in such performances—for example, instruments take turns playing the  melody part of the composition. Interestingly, improvisational methods are rarely identified in  rong ngeng performances from this region.    5.5 A PROTOTYPE COMPOSITION    To begin thinking through musical hyb",392,False,True,False,True
153,cross_cultural,"ional methods are rarely identified in  rong ngeng performances from this region.    5.5 A PROTOTYPE COMPOSITION    To begin thinking through musical hybridization of rong ngeng performances and jazz  composition for this project, I composed “Mutee Yara,” with the lead sheet included below   (Figure 5.12)",392,False,True,False,True
155,rhythm,"ong ngeng (tanyoug) in the southwest and rong ngeng in the southeast,  are distinguished by the instrument, repertoires, and performance methods. The rhythmic  pattern of rong ngeng’s music, which construed by rebana is one of the most intriguing features  that can be utilized in jazz composition. These rhythmic pat",443,True,True,False,False
156,improvisation,"al music  compositional methods, or the employment of isan nuea melodies and its musical modes known  as lai yai and lai sutsanaen combined with jazz improvisations and harmonies, as illustrated in  Chapters 3 and 4, this compositional technique also allowed me to have more approaches to  explore in my jazz hybr",117,False,True,False,True
156,cross_cultural,"tions and harmonies, as illustrated in  Chapters 3 and 4, this compositional technique also allowed me to have more approaches to  explore in my jazz hybridization orchestra project.",117,False,True,False,True
157,cross_cultural,"rom Nan province. Like previous chapters, this chapter  concludes with two musical examples of prototype compositions I have composed as examples  of hybridized musicality between jazz and dontri paknuea.",170,True,True,False,True
158,piphat,"sic in Northern Thailand,” PhD diss., University of Hawaiʻi at Mānoa  (2017).    279 Wuthipat Ketpattanaphon, “Knowledge of Wong Petchphayom, a Lanna piphat ensemble,” (Chiang Mai:  Cultural Arts Center of Maejo University 2011), 16-18.",495,True,False,False,False
159,cross_cultural,"(Northwest), and the musical cultures  mainly inspired by Nan province (Northeast).280 Two practices, one from each province, lend  themselves to the hybridization process of this project: 1) the traditional singing practice known  as khap saw (from Chiang Mai Province), and 2) the instrumental compositio",400,True,False,False,True
161,ornamentation,"ry Miller writing that, “Northern Thai  music is distinguished by the use of certain instruments unique to the region, the extensive and  distinctive ornamentation of melody, and the heterophonic texture of ensemble music.”284    SUENG    The sueng is another plucked lute instrument that is frequently employed i",452,True,True,False,False
161,khaen,"CHAPTER 6: Exploring the Musical Components of dontri paknuea      145  models can be diverse, as with the tuning system of phin. However, there are currently three  methods that are commonly used, including 1) the luk sam technique, which is frequently  employed for a small ty",452,True,True,False,False
162,khaen,"was especially well- known. Here, a set of eighth-note patterns with tremolo techniques frequently accent the  upbeat, similar to performance on the phin, a small fretted lute from isan nuea, and other tremolo  techniques are frequently employed throughout (Figure 6.1).286     Figure 6.1: “Saw Eue.” Tr",265,True,False,False,False
163,improvisation,"al performances by female and male singers  that reveal romantic relationships).288 When generating the poetic lyrics—through either pre- composed or improvised material—of khap saw performances, chang saw (vocalists) must strictly  follow by a pattern of stanzas consisting of four lines with a length of six",440,True,False,False,False
165,rhythm,"strument by holding the top of the instrument in their mouths constantly and relying on  circular breathing, they are capable of performing perpetual rhythmic patterns without taking  a breath or needing to stop for breathing. In addition, the use of the melodic embellishments  widely demonstrated in this transcrip",446,False,False,False,True
165,melody,"B, G-A, D-E). These patterns help to create  the intervallic characteristics of this composition’s melodic movements. It is also noticeable  that the melodic contour of “Thamnong ngiew” tends to be in skip-wise motion when  compared to the lyrical type of Thai classical music that tends to be in stepwise motion.",446,False,False,False,True
165,thai_scale,"of Thai classical music that tends to be in stepwise motion.  Surprisingly, the note B—which is not considered part of the structure of the A minor  pentatonic scale—also frequently appears, providing a contrast to the sound of penta-centric  ideas common in Thai classical music and traditional northeastern",446,False,False,False,True
170,improvisation,"tilize these patterns to compose and imitate the sound of salo pin compositions in a similar  manner to jazz musicians’ application of jazz licks for improvisation, as I will discuss later. This  piece also includes another striking technique—the blending of pitches and trills––which is  capable of being execute",378,False,True,False,True
170,thai_scale,"or accompanying  vocals. In this specific version, the melodic movements of the “Saw Pan Fai,” which was played  by salo kop, are based on an A major pentatonic scale, with the majority of the target notes of  each musical phrase directly approaching the root note. In addition, the fifth E, and the second  no",378,False,True,False,True
170,cross_cultural,also includes another striking technique—the blending of pitches and trills––which is  capable of being executed with Western instruments in musical hybridity compositions seeking  to interpret and musically express the unique sound of the salo kop performance.    The “Saw Pan Fai” composition is also on,378,False,True,False,True
171,cross_cultural,"TIONS                                                                                                         To illustrate the prototypes of musical hybridization compositions that integrate musical  elements of northern Thai music, I have divided the relevant compositional techniques into  two comprehen",197,True,True,False,True
172,cross_cultural,"nstruments  and their corresponding conventional techniques (Figure 6.6).       Figure 6.6: Saxophone soli inspired by pi jum.    In a second musical hybridization compositional example, I composed a contemporary jazz  composition entitled “Phumin” by integrating the five melodic patterns of two tradition",150,True,True,False,True
178,improvisation,"orchestra, I also intended for it to pay homage to all Thai musical masters.                                                           299 Coltrane’s improvisation on “Psalm” reveals that his sax solo is a wordless “recitation” of the poem he included  in the liner notes to A Love Supreme, with one note for each",443,True,True,False,True
179,thai_mode,"s of this composition are divided into two sections, one carrying original melodic  lines and the other containing melodic adaptations taken from the thang khong wong yai and ranad  ek of two classical music compositions employed in the wai khru ritual, namely, “Sathukan” and  “Sathukan Klong.” (See Roon",287,False,True,False,False
179,improvisation,"he  composition, extended chords, such as 9sus, minor 11th, and major13th can be also observed.    Unlike “Psalm”—in which Coltrane’s tenor saxophone improvisation assumes a primary  role—the solo section of “Buang-Suang” features solos by trumpet, soprano saxophone, and  bass clarinet. Several drum solos also a",287,False,True,False,False
180,thai_mode,d melodic section   (Melody out)  Bass clarinet solo over  processional drumbeat.  Electric piano provides the  accompaniment lines  adopted from the thang khong  wong yai of “Sathukan  Klong.”  Tenor saxophone and bass  clarinet solo over intensive  background layers. Electric  piano and alto saxophone,149,False,True,False,False
180,improvisation,TER 7: Jazz Orchestra Portraits of Thailand      164  D – F section    5.21-6.36  (D section)  6.37-7.49  (E section)  7.50-9.24  (F section)  Second improvisational  section   Third improvisational  section   Third melodic section   (Melody out)  Bass clarinet solo over  processional drumbeat.  Electric piano p,149,False,True,False,False
181,thai_mode,"rovisations that interact with the melodies in a similar  way to the “Psalm” recording. To express the sound of Thai ceremonial music, I adopted the  thang khong wong yai of the “Sathukan”300 (See Roongruang, Collected Works of the Thai Classical  Repertoire Vol. 6, p. 126 in mm. 1-10), which is consider",269,True,True,False,False
181,improvisation,"these melodies from various motifs in quarter-note triplets performed by two alto  saxophones, soprano saxophone, and flugelhorn. I then created the improvisational section for  the trumpet and drums (using mallets in a manner reminiscent of Elvin Jones’s drumming), in  order to contribute further emotional imp",269,True,True,False,False
182,rhythm,"on, I composed a melody for a female  vocalist to perform using scat singing techniques to deliver the impression of serenity. I then  integrated the rhythmic patterns of Buddhist plainchant, which is similar to Coltrane’s  improvisation that is understood to be his prayer to God. As illustrated in Figure 7.2, I ha",115,False,True,False,False
182,thai_mode,"Figure 7.1: The A section of “Buang-Suang.” Red boxes indicate the melody I  composed, the harmony, the drum part using mallets, and the reference to thang khong  wong yai of the “Sathukan.”    For the second thematic melody, located in the C section, I composed a melody for a female  vocalist to perform",115,False,True,False,False
182,improvisation,"ng techniques to deliver the impression of serenity. I then  integrated the rhythmic patterns of Buddhist plainchant, which is similar to Coltrane’s  improvisation that is understood to be his prayer to God. As illustrated in Figure 7.2, I have  composed the specific melodic lines for the trombone (m.73-m.78) an",115,False,True,False,False
183,rhythm,"hestra Portraits of Thailand      167  then laid over the fundamental melodies sung by a vocalist. This particular melody also  synchronizes with the rhythmic patterns of the Buddhist chant known as “Salutation of the  Triple Gem” which is performed before the start of the wai khru ceremony. Additionally, in  line",190,False,True,False,False
183,thai_mode,"y based on “Salutation of the Triple Gem”  in the trombone part and in part of the bass clarinet part.    In addition to my melodic adaptation of the thang khong wong yai from “Sathukan,” I also  employed the fundamental melodic lines (thang khong wong yai) from “Sathukan Klong”—",190,False,True,False,False
184,thai_mode,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      168  another sacred composition from the wai khru ceremony. My version of this thang khong wong is  also based on the version in Panya’s manuscripts, and is present in the electric piano part from  the D to E sections. (For the origin",252,False,True,False,False
184,improvisation,"36-42.) Furthermore, these particular lines are  performed along with background parts in the brass section, and also interact with the soloist,  who improvises around these two particular sections. Figure 7.3 and Figure 7.4 illustrate the  melodic adaptation of the thang khong wong yai in the electric piano",252,False,True,False,False
185,rhythm,CHAPTER 7: Jazz Orchestra Portraits of Thailand      169  I also applied the rhythmic patterns of nathap song mai song chan from Chapter 3 to emphasize  the Thai classical rhythmic characteristics in “Buang-Suang.” This is played by the bass p,207,False,True,False,False
185,thai_mode,"Another important Thai classical musical element employed in “Buang-Suang” is the imitation  of the ti kep instrumental technique of the ranad ek (thang ranad ek). This particular technique,  which is a sequence of eighths notes produced by ranad ek to interpret luk thong, is usually  employed in plae",207,False,True,False,False
185,improvisation,"rmed in triplets or sixteenth note  patterns, in order to increase the emotional intensity. When performed, these melodic patterns  interact with the improvisations of the lead alto and background vocals created from various  extended chords, which also feature in this dense climax section.",207,False,True,False,False
187,jazz_chord,"traditional jazz orchestra, which features functional harmony. The key centers are A major and  E♭ major, which have been used to construct standard chord progressions (e.g., ii7 V7 Imaj7 or I  IV7 ii7 V7). The two main solos in the improvisation section are on piano and soprano  saxophone. Trumpet with plunger mut",426,False,True,False,False
187,improvisation,"A major and  E♭ major, which have been used to construct standard chord progressions (e.g., ii7 V7 Imaj7 or I  IV7 ii7 V7). The two main solos in the improvisation section are on piano and soprano  saxophone. Trumpet with plunger mute, trombone, and clarinet ad-lib solos, all referencing  Ellington’s jazz orches",426,False,True,False,False
188,rhythm,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      172  5/4 meter to generate odd rhythmic patterns. Instead of adopting a form typical in traditional  jazz orchestra music, the musical form of “Phuen Ban” has been expanded, consisting of ten  sepa",213,False,True,False,False
188,thai_mode,"-7.42  (F section)  First improvisational section   First background section   Second improvisational  section  Piano plays a written solo  imitating thang dio, a ranad ek  technique.  Vibraphone plays the  melodic adaptation of  “Khmer Liep Nakhon,”  which uses a call-and- response interaction in the  b",213,False,True,False,False
188,improvisation,"-21  45 measures  mm.22-66  37 measures  mm.67-104    D – F section     3.16-4.36  (D section)  4.37-6.15  (E section)  6.16-7.42  (F section)  First improvisational section   First background section   Second improvisational  section  Piano plays a written solo  imitating thang dio, a ranad ek  technique.  Vibr",213,False,True,False,False
189,rhythm,"ch is a slight variation of melody A. In contrast to melodies A and  A2, however, the melodic patterns of B and C are more complex, involving a dense rhythmic  pattern and providing less pentatonic sounds in order to avoid uninteresting ideas generated  from the repetition of melodies A and A2; B and C are also perf",273,False,True,False,False
189,thai_scale,"melodies  include Melody A (mm.21- 29), A2 (mm. 30–38), B (mm.39-46), and C (mm.47- 59), all of  which have primarily been constructed in the A major pentatonic scale (Figure 7.7).  Compositional techniques such as call-and-response and melodic variation also serve to  construct melody A2, which is a slight v",273,False,True,False,False
191,thai_mode,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      175  ranad ek, a solo piece called thang dio ranad ek.303 As described in Chapter 3, to perform thang dio  ranad ek, Thai musicians deploy specific techniques, including rua (a single melodi",181,True,True,False,False
191,improvisation,"c techniques, including rua (a single melodic pitch  tremolo), kro (two-pitch tremolo), sabat (grace notes), and khayi (sixteenth notes of idiomatic  improvisation). I applied these techniques in the piano solo mimicking thang dio ranad ek (Figure  7.8).    Figure 7.8: Piano solo from “Phuen Ban” mimicking thang",181,True,True,False,False
192,thai_scale,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      176  major pentatonic scale (A♯ is used as a passing tone or for harmonizing purposes), which  emphasizes the soli’s Thai musical character and provides tension in relatio",278,True,True,False,False
194,thai_scale,"doption of Chinese instruments and melodies  in the sometimes stereotypical “Chinese accent.”305 The melodies of “Samniang Jin” are based  on several pentatonic scales and resemble various Chinese melodies, which developed from  my childhood memories of growing up in a Thai southern-Chinese household. These",248,True,True,False,False
195,thai_mode,"itate a polyphonic stratification  texture—one of the characteristics of Thai classical music identified by David Morton. In  addition, I also employ thang ranad thum and thang ranad ek from “Choed Jin (เชิดจีน),”306 a Thai  classical composition by Pra Pradit Pairoh (Mee Duriyangkul) that was inspired b",383,True,True,False,False
195,jazz_chord,"instruments performed in ranad ek (e.g., ti kep) to simulate a Thai musical character.     From a harmonic standpoint, I composed this piece applying chord progressions primarily  derived from the G♭ major scale, though non-diatonic chord progressions also appear several  times throughout the piece. (These include n",383,True,True,False,False
196,thai_mode,CHAPTER 7: Jazz Orchestra Portraits of Thailand      180  of “Choed Jin.” (from thang  ranad thum)  by the flute and flugelhorn.  The second layer has been  adapted from the first section  of “Choed Jin.” (from thang  ranad thum)    tw,194,False,True,False,False
196,improvisation,3  41 measures  mm.64-104  29 measures  mm.105-133    G – I section     4.46-5.45  (G section)  5.46-6.22  (H section)  6.23-7.09  (I section)  First improvisational section     Background section   Second part of first  improvisational section,194,False,True,False,False
197,thai_mode,and      181  Trumpet plays the first solo.  Background voices are  provided by alto saxophones  and trumpets with a cup- mute.   Vibraphone imitates thang  ranad ek of “Choed Jin.”  (second section)  Syncopated bass lines and  complicated guitar patterns  are employed to accompany  the trumpet’s solo.,212,True,True,False,False
199,rhythm,"veral sections of “Samniang Jin,”  such as the introduction (Figure 7.15) and the climax (Figure 7.16). To imitate ti kep, I  constructed eighth-note rhythmic patterns with mostly stepwise melodic contours, in a similar  manner to the ti kep implemented in ranad ek performances. This melodic pattern is primarily  p",181,False,True,False,False
199,melody,"as the introduction (Figure 7.15) and the climax (Figure 7.16). To imitate ti kep, I  constructed eighth-note rhythmic patterns with mostly stepwise melodic contours, in a similar  manner to the ti kep implemented in ranad ek performances. This melodic pattern is primarily  played by the vibraphone and synthesize",181,False,True,False,False
199,improvisation,"uch as the  trumpet and trombone also perform this instrumental imitation to emphasize the character of  the ranad ek, interacting with the intensive improvisation of the lead alto saxophone.      Figure 7.15: The imitation of ti kep techniques employed in “Samniang Jin.” Excerpt  from the synthesizer part (mm.6",181,False,True,False,False
200,thai_mode,"attempt to identify the specific melodic lines  that illustrated the typical sound of Thai-Chinese melodies. I discovered several melodic lines  from thang ranad ek and thang ranad thum, which I then adjusted to be performed by the                                                           308 Roongruang,",132,False,True,False,False
202,harmony,"o create the harmonies, I first chose  the pitches that the row generated, then added suitable harmonies to reflect a modern jazz  sound quality. The harmonic progression of the improvisation sections also follows the chord  progression of C-minor blues to highlight jazz idioms. Similar to the rhythmic concept of  “Sam",291,True,True,False,True
202,jazz_chord,"rated, then added suitable harmonies to reflect a modern jazz  sound quality. The harmonic progression of the improvisation sections also follows the chord  progression of C-minor blues to highlight jazz idioms. Similar to the rhythmic concept of  “Samniang Jin,” the rhythm of “Patchim” includes a feel with primarily",291,True,True,False,True
202,improvisation,"rst chose  the pitches that the row generated, then added suitable harmonies to reflect a modern jazz  sound quality. The harmonic progression of the improvisation sections also follows the chord  progression of C-minor blues to highlight jazz idioms. Similar to the rhythmic concept of  “Samniang Jin,” the rhyth",291,True,True,False,True
202,cross_cultural,"Clarinet, bass clarinet, and two  trombones solo by using  special effects and extended  techniques.  The bass plays a specific  bass line in a 5/4 fusion and  rock genre.  A synthesizer and two  trumpets with plunger  mutes play the original  melody based on the  twelve-tone concept. Guitar  ad lib sol",291,True,True,False,True
203,improvisation,"-49  36 measures  mm.50-85  34 measures  mm.86-119    G – I section    4.00-4.19  (G section)   4.20-5.44  (H Section)  5.45-6.48  (I section)  First improvisation section  Second improvisation section Third improvisation section   Trombone solos in a  combination of irregular  meters, such as 5/4, 3/4, and  2/4",184,False,True,False,False
204,improvisation,"104 measures  mm.127-230  76 measures  mm.231-306    J – L seciton    6.49-7.08  (J section)   7.07-8.10  (K Section)  8.11-8.29.  (L section)  Free improvisation section  Melody out   Outro  Tenor saxophone provides a  free improvisation with the  drums. The tempo is  dramatically decreased,  allowing for the",258,True,True,False,False
205,improvisation,"alternated the melody with my  own original melody. In addition, this particular melodic line was interchangeably performed  in the soprano saxophone improvisation (Figure 7.19). (See Mahawinitmontri and Issarangkun,  Thai Music Manuscript Vol. 3, p.130 for the original melody of “Tao Kin Pak Buk.”)",176,True,True,False,False
209,khaen,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      193  the traditional music of northeast Thailand, such as the performance practices of khaen and  phin music, with contemporary jazz compositional techniques. In addition, inspired by the  compositional form of Thai classical music form calle",328,False,True,False,False
210,khaen,"194    0.00-0.56    0.59-1.06  1.07-1.23  Introductory section   Drums and percussion set  off   Transition to B  Compositional interpretation  of khaen performance by the  lead alto.  Drummer starts to play even  8ths, and a rhythmic  adaptation of lum phloem is  performed by the congas.  Pianist dem",158,False,True,False,False
211,khaen,ailand      195  Third trumpet and soprano  saxophone perform second  selected theme of “Lao Pan.”   Guitar player also adapts  musical elements from phin  performances.  Extensive interplay  between brass and  woodwind sections.   12 measures  mm.66-77  16 measures  mm.78-93      C section (Head in),138,False,True,False,False
214,jazz_chord,CHAPTER 7: Jazz Orchestra Portraits of Thailand      198  11.12-11.35    Climax     All sections build up to the  climax’s chord progressions  by using triplet rhythmic  figures to highlight the  Afro-Cuban rhythms.   Final reiteration of “Lai  Teay Khong” by bass  trombone.  11 measures,98,False,True,False,False
214,khaen,"341-352    COMPOSITIONAL DISCUSSIONS     In the introduction of the work, a solo in the lead alto saxophone, I imitate the performance  techniques of khaen, including the construction of intervallic patterns, and standard rhythmic",98,False,True,False,False
215,rhythm,"te patterns in a similar manner to Sombat’s  performance (the C section of the transcription of the performance in Chapter 4), to construct  standard rhythmic patterns for this section. Other contemporary performance techniques such  as slap tongue, fluttertongue, and multiphonics are also used to reference the sou",205,False,True,False,False
215,khaen,"patterns, which are, in most cases, perpetual rhythms executed in eighth-note and sixteenth- note contexts. To reference the intervallic patterns of khaen performance, I constructed  particular patterns that gradually build off the target notes, including the expansion from the  pitch A, and the develop",205,False,True,False,False
217,khaen,"Jazz Orchestra Portraits of Thailand      201    Figure 7.25: The opening of the B section of “Mekong” (mm.31-36).    Similar to my interpretation of khaen performances, I have also referenced the performance  practice of phin, which featured extensively in my transcription process (in particular,  perfo",115,False,True,False,False
219,improvisation,"and provide contrast to the melodic  lines of “Mekong,” aiming to produce an intense response in the audiences from the first  climax section to the improvisational segment (Figure 7.29).",59,False,True,False,False
221,improvisation,"also applied to the final solo section in the key of F major  to generate the characteristic melodic sound of isan nuea music, intermingled with the  improvisation of the lead alto saxophone and electric piano. This melody is played by the  soprano saxophone, tenor saxophone, the lead and third trumpet, and guit",94,False,True,False,False
223,rhythm,"lodic lines in this case include melodic expansion, contrapuntal motion,  delayed attacks, and changing meters (4/4 to 3/4). In addition, to make the rhythmic patterns  more attractive and interesting, I used syncopated patterns in accompanying instruments and  low-voice instruments including electric piano, bass,",171,True,True,False,False
223,piphat,316 The original melodic line of “Lao Dum Noen Sai” was transcribed (0.00-0.27) from CHEE's upload of the  Mahori Orchestra of the Fine Arts Department <https://www.youtube.com/watch?v=9zSSKrh6A2Y> (16 July  2021).,171,True,True,False,False
224,thai_scale,"terchange in several instances, such as II7 (Lydian) and I-7 (Aeolian). I also construct  modern harmonies and strengthen the characteristic sound of pentatonic scales through  including two parts written primarily in perfect fifths and quartal voicings (Figure 7.33).     Figure 7.33: Compositional techniques",105,True,True,False,False
225,rhythm,"to create the energetic movement that generates rhythmic diversity, in addition to  employing even eighth notes and swing rhythms. Furthermore, this rhythmic pattern provides  the syncopated patterns which form a distinct opposition to the character of Thai melodic  rhythms.    For the voicing techniques to harmon",266,True,True,False,True
228,rhythm,"vocal part of  “Mekong” (mm.285-320).    For the final section “Mekong,” I employed the rhythmic intensity of triplet rhythms related  to Afro-Cuban rhythmic patterns to create rhythmic unification for the ensemble. I later  approach the climax segment with a rapid passage of the set of sixteen notes in the lead a",147,False,True,False,False
228,improvisation,"- 334) to connect and conclude  the entire story of this composition. Such compositional techniques also operated in  conjunction with the intensive improvisation of the soprano saxophone, and the second alto  (Figure 7.36).",147,False,True,False,False
231,rhythm,"ition create a feeling of surprise and  unpredictability.     To express the rhythmic ideas of southern Thai music, I adapted traditional Afro-Cuban  rhythmic patterns, which, in my view, function effectively alongside southern Thai melodic  rhythms. I use swing, hip-hop drum beats, and patterns of contemporary jaz",369,True,True,False,True
231,improvisation,hwest)—the sinadong patterns and the rebana patterns of the  Lagu dua composition—in several places in the bass and percussion parts.     The primary improvisation sections of “Singora” are the short ad-lib solo and the main solo  section. The soloists in the first “monologue” of this composition include the gui,369,True,True,False,True
231,cross_cultural,"which, in my view, function effectively alongside southern Thai melodic  rhythms. I use swing, hip-hop drum beats, and patterns of contemporary jazz fusion to create  fundamental rhythmic patterns in the rhythm section. In addition, intricate polyrhythmic ideas  appear in the brass and the rhythm section",369,True,True,False,True
232,improvisation,"orchestras, the musical form of “Singora” is a  narrative story whose melody parts are not repeated, with each part blending into the  monologue and improvisation sections. The musical form of this composition consists of eight  sections (from A to H) totaling nine minutes and seven seconds, which are illustrat",165,False,True,False,True
232,cross_cultural,lustrated in the  following diagram.    A section (Introduction)    0.01-0.21    0.21-0.41  Introductory section     Transition to B  Drums play Afro-fusion  rhythms.  Bass lines interpret sinadong  (rong ngeng tanyong) patterns.        Guitar and synthesizer play  short melodic lines used in  the introdu,165,False,True,False,True
233,rhythm,"r 6,  and 3 over 6 (three groups  of two) for  accompaniment.   6 of woodwind, and 3 over  6   of brass sections.   Percussion imitates lagu  dua,”’s rhythmic patterns.  (rong ngeng tanyong)   18 measures  mm.25-42  14 measures  mm.43-56  4 measures  mm.57-60    C section (first melody)    1.46-2.02    2.04-2.18  2",160,False,True,False,False
234,improvisation,"of “Tari Kipas”  (different than the C section),  demonstrating the  contraction compositional  approach.   Soprano saxophone starts  soloing in pre- improvisational section.  26 measures  mm.131-156  8 measures  mm.157-167",148,False,True,False,False
235,improvisation,section (head-out)    6.02-6.31  6.32-7.01    7.02-8.24  Second monologue     Transition to final  thematic melody   Final thematic melody and  final improvisational section     Drum sets off the tempo  (slow R&B). Vocalist delivers  second monologue of  Suthon and Manora’s story.  Guitar provides ad-lib solo.,192,False,True,False,False
236,jazz_chord,land      220  Trumpet also plays the short  theme of the original  composition.   Tonality shifts to F major  and modal interchanges are  applied to chord  progressions.  delivers monologue until  m. 244. Guitar keeps ab- lib soloing.  improvisation is provided by  soprano saxophone and guitar.  Brass section provid,112,False,True,False,False
236,improvisation,"lity shifts to F major  and modal interchanges are  applied to chord  progressions.  delivers monologue until  m. 244. Guitar keeps ab- lib soloing.  improvisation is provided by  soprano saxophone and guitar.  Brass section provides a  background constructed from  extended harmonies such as  Fmaj9, A♭maj9, and",112,False,True,False,False
237,rhythm,"NAL DISCUSSIONS     The initial idea behind composing “Singora” was to apply the rhythmic ideas of rong ngeng  performances. To do so, I selected the rhythmic patterns of sinadong played by the rebana in rong  ngeng tanyong performances, then reducing the tempo to half-time and applying them to the  principal bass",210,False,True,False,False
237,jazz_chord,"ns  is demonstrated in Figure 7.38.          Figure 7.38: A comparison between the sinadong pattern and the bass part of  “Singora” in mm.5-8.    The chord progressions accompanying the first monologue in the B section can be separated  in two: in the first section, which consists of sixteen measures, I applied a ch",210,False,True,False,False
238,jazz_chord,CHAPTER 7: Jazz Orchestra Portraits of Thailand      222            Figure 7.39: The chord progressions and polyrhythms accompanying the first  monologue in “Singora” (mm.25-40).         I also applied the rhythm of the rebana from the lagu dua composi,74,False,True,False,False
239,rhythm,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      223  I also included the lagu dua rhythmic pattern in the baritone saxophone part (mm.39-.40), which  contributes additional contrasting rhythmic ideas to the polyrhythms of the soprano saxophone  and",252,True,True,False,False
239,harmony,"Figure 7.40: The application of the lagu dua rhythmic pattern in the conga part, and  in the baritone saxophone part, of “Singora.”    The harmonic progressions applied in the second part of the B section are based on the key of  F Lydian, which consists of G7sus4 (II7), and E♭-11(bvii-7) borrowed from F Phr",252,True,True,False,False
242,thai_scale,sed an original melody that functions as an answer passage to the “Tari  Kipas” melody. These melodic lines consist of the combination of an E♭ minor pentatonic  scale—based on the character of the Thai melody—and a C Phrygian dominant scale (m.74).  This produces a sound akin to another significant influence,223,False,True,False,False
244,thai_scale,"here a solo typically follows an initial climax. I composed the first melody (17  measures) in the guitar and soprano saxophone based on the B♭ major pentatonic scale,  another reference to the penta-centric elements of Thai music (Figure 7.48).",116,True,True,False,False
245,thai_scale,"first pattern of pitches consists of the sounds of C and G which  emphasize the tension of the 9th and 13th (harmonically speaking) over the B♭ major pentatonic  scale used in the main melodic line. The second pattern includes the pitches of C and F, which  produce tension as the 9th and 5th of B♭ major (agai",157,True,True,False,False
246,improvisation,"ate the key for the second repetition, with this melody moving to G major  (m.161). In addition, the second tenor (soprano saxophone) plays an ad-lib improvisation to  produce contrapuntal lines over the melody part and provide a structural transformation before  entering the improvisational section (Figure 7.50",123,False,True,False,False
247,rhythm,"grated into the improvisation. Additionally, the  polyrhythm created by the lead trumpet part creates a contradiction to the semi-tutti passages  and rhythmic patterns of the soloists.     The harmonic progressions in the climax sections are characterized by the non-harmonic  functions of the extended chords G7sus4",268,False,True,False,False
247,harmony,", the  polyrhythm created by the lead trumpet part creates a contradiction to the semi-tutti passages  and rhythmic patterns of the soloists.     The harmonic progressions in the climax sections are characterized by the non-harmonic  functions of the extended chords G7sus4, A-11, B♭-11and D♭9sus, and in particular, the",268,False,True,False,False
