page,scale_type,match,context
141,modal,mode,"was formed as a result of the Anglo-Siamese  Treaty in 1909, as previously stated in Chapter 3 (the modern Thai nation section). Wyatt, Thailand: A Short History,  192-193.  249 Prapad krupradub, “Ron"
142,modal,mode,"still provide music and entertainment during  Malay and Baba…And, folk ronggeng songs evolved into modern popular genres and were introduced to  all parts of Malaya through bangsawan, the first urban"
143,modal,mode,"Dance in the South of Thailand,” 61.  257 Please also note that there are several different rebana models employed in various traditional music styles in  south Thailand. The rebana type referred to"
152,major,major scale,"h constructions of Western musical instruments. The melodic lines of “Lenang” are  created from a G major scale with the half-step between the notes of F# and G, in contrast to  the penta-centric conc"
152,minor,minor scale,odies of musical compositions for rong ngeng  performances contain half-step intervals and harmonic minor scale structures that are the result  of the pitch constructions of Western musical instrument
153,minor,minor scale,"onic scale and include the  pitches of B♭, E♭, and F♯—pitches that clearly distinguish the harmonic minor scale sound  from the penta-centric doctrine of Thai classical music, isan nuea music, and eve"
154,modal,modes,gure 5.12: “Mutee-Yara.” Composed by the author. The red boxes indicate the  various harmonic minor modes; their corresponding harmonies are typical of  contemporary jazz.
155,minor,minor scale,"lines of rong ngeng compositions contain half-step intervals  and highlight the sound of a harmonic minor scale, which is dissimilar to the concept of “penta- centric” in dontri thai doem (Thai classi"
156,modal,modes,"hai classical music  compositional methods, or the employment of isan nuea melodies and its musical modes known  as lai yai and lai sutsanaen combined with jazz improvisations and harmonies, as illust"
156,lai,lai yai,"sic  compositional methods, or the employment of isan nuea melodies and its musical modes known  as lai yai and lai sutsanaen combined with jazz improvisations and harmonies, as illustrated in  Chapte"
156,lai,lai sutsanaen,"tional methods, or the employment of isan nuea melodies and its musical modes known  as lai yai and lai sutsanaen combined with jazz improvisations and harmonies, as illustrated in  Chapters 3 and 4,"
158,modal,mode,Province are among the nine provinces  where traditional northern Thai music is still performed in modern-day Thailand.277 The  prominent musical performances of this particular genre of traditional
159,diatonic,diatonic,smallest). Each  instrument in this group of bamboo pipes is capable of producing seven relatively diatonic  pitches similar to other bamboo instrument types used in Thai classical music or isan nuea
160,modal,mode,"ter shining  tone. There are three different salo sizes—large, medium, and small—and two different  models282 that are distinctively employed in Chiang Mai and Nan Provinces, the regular salo  (kom) a"
160,modal,mode,"Provinces, the regular salo  (kom) and the salo kop. The difference in structure between these two models concern the size  of the salo kop (use in Nan Province) (which is slightly bigger), and the b"
160,modal,mode,these two salo                                                           282 I exclude another salo model—which has a similar playing technique to a regular salo but employs a different  bow placement
161,modal,mode,"CHAPTER 6: Exploring the Musical Components of dontri paknuea      145  models can be diverse, as with the tuning system of phin. However, there are currently three  method"
161,modal,mode,"milar to the oud—is installed over the neck of the instrument. Nowadays,  three different sizes and models of the sueng are widely performed, namely, sueng luang or sueng  yai (the largest model, only"
161,modal,mode,"sizes and models of the sueng are widely performed, namely, sueng luang or sueng  yai (the largest model, only used in some areas), the medium-sized sueng klang, and the small  sueng lek.  These usua"
161,modal,mode,"nine in total), and are capable of  producing different timbres, from the lower tones of the larger model to the brighter tones of  the smaller model. Besides the differences in timbre, differences in"
161,modal,mode,"g different timbres, from the lower tones of the larger model to the brighter tones of  the smaller model. Besides the differences in timbre, differences in the tuning of these models  can also be obs"
161,modal,mode,"tones of  the smaller model. Besides the differences in timbre, differences in the tuning of these models  can also be observed; for example, the luk si technique (similar to the salo tuning system)"
165,pentatonic,pentatonic,"ise motion.  Surprisingly, the note B—which is not considered part of the structure of the A minor  pentatonic scale—also frequently appears, providing a contrast to the sound of penta-centric  ideas"
165,modal,mode,"koy, pi krang, pi lek, sueng, and a male and female vocalist. The second type, which  is used in a modern setting, is wong pi jum si (four instruments), and includes a pi koy, pi krang, pi  lek, pi m"
165,modal,mode,"udes a pi koy, pi krang, pi  lek, pi mae or sueng, as well as a male and female vocalist. The third model of ensemble is the  wong pi jum ha (five instruments), and consists of a pi koy, pi krang, pi"
169,dorian,Dorian,"the construction of the melodic movement of this composition is  based on a scale comparable to B♭ Dorian, with the majority of the accented beats approaching  the pitch B♭. G natural can also be obs"
169,dorian,Dorian,"the pitch B♭. G natural can also be observable in multiple locations, providing the characteristic  Dorian sound. Similar to the “Thamnong Japu,” the majority of the melodic material in “Saw"
170,pentatonic,pentatonic,"the melodic movements of the “Saw Pan Fai,” which was played  by salo kop, are based on an A major pentatonic scale, with the majority of the target notes of  each musical phrase directly approaching"
171,modal,mode,"f northern Thai music, I have divided the relevant compositional techniques into  two comprehensive models. I first have attempted to construct a concise saxophone soli  section by adapting the melodi"
171,modal,mode,"hone—was created  by utilizing the previously obtained melodic movement of the pi lek (the smallest model).  Thereafter, the second alto and the first and second tenor soli lines were adapted and"
173,modal,mode,"the patterns  of 1) 2-4-1-4-♭7-5-4-2 and 2) 2-6-1-5-6-5-4-1-4 by transposing them to the E♭ Dorian mode. I  also adjusted and extended their rhythms to suit time signatures such as 6/4 and 5/4, as al"
173,dorian,Dorian,pulated the patterns  of 1) 2-4-1-4-♭7-5-4-2 and 2) 2-6-1-5-6-5-4-1-4 by transposing them to the E♭ Dorian mode. I  also adjusted and extended their rhythms to suit time signatures such as 6/4 and 5/4
173,dorian,Dorian,melodies doubling the  melodies of “Saw Pan Fai” noted at B. Melodic and rhythmic adaptation to E♭  Dorian and shifting time signatures noted at D.
175,dorian,Dorian,"-centric concept, the melodic  structure of northern Thai music can be formed from natural minor or Dorian scales, with the  sound of 2nd and 6th degrees, heard in its melodic movement as demonstrated"
176,modal,mode,"tradition and style. In my  own musical identity, I want to create something thought-provoking and modern that is in line with the  wisdom of Thai philosophy. I’m doing this for the sake of Thai soci"
179,thai_mode,thang,"s, one carrying original melodic  lines and the other containing melodic adaptations taken from the thang khong wong yai and ranad  ek of two classical music compositions employed in the wai khru ritu"
179,thai_mode,thang,econd melodic section  Trumpet intensively solos  over the melodic lines.  Electric piano plays the thang  khong wong yai of “Sathukan.”  Soprano saxophone and  trombone improvise in  swing (with a ti
180,thai_mode,thang,lo over  processional drumbeat.  Electric piano provides the  accompaniment lines  adopted from the thang khong  wong yai of “Sathukan  Klong.”  Tenor saxophone and bass  clarinet solo over intensive
180,thai_mode,thang,"clarinet solo over intensive  background layers. Electric  piano and alto saxophone  both integrate thang khong  wong yai of “Sathukan” to  produce melodic lines in  the background.  Vocals, electric"
181,thai_mode,thang,"imilar  way to the “Psalm” recording. To express the sound of Thai ceremonial music, I adopted the  thang khong wong yai of the “Sathukan”300 (See Roongruang, Collected Works of the Thai Classical  Re"
182,thai_mode,thang,"xes indicate the melody I  composed, the harmony, the drum part using mallets, and the reference to thang khong  wong yai of the “Sathukan.”    For the second thematic melody, located in the C section"
183,thai_mode,thang,"trombone part and in part of the bass clarinet part.    In addition to my melodic adaptation of the thang khong wong yai from “Sathukan,” I also  employed the fundamental melodic lines (thang khong wo"
183,thai_mode,thang,"tation of the thang khong wong yai from “Sathukan,” I also  employed the fundamental melodic lines (thang khong wong yai) from “Sathukan Klong”—"
184,thai_mode,thang,"its of Thailand      168  another sacred composition from the wai khru ceremony. My version of this thang khong wong is  also based on the version in Panya’s manuscripts, and is present in the electri"
184,thai_mode,thang,"esent in the electric piano part from  the D to E sections. (For the original melodic lines of this thang khong wong yai, see Roongruang,  Collected Works of the Thai Classical Repertoire Vol 6., p. 1"
184,thai_mode,thang,"he Thai Classical Repertoire Vol 6., p. 130-140 in mm.1-5 and mm.10-16.) Similar  to how I used the thang khong wong yai of the Sathukan in the A section, these selected melodic  lines omit the pitch"
184,thai_mode,thang,these two particular sections. Figure 7.3 and Figure 7.4 illustrate the  melodic adaptation of the thang khong wong yai in the electric piano parts of the D and E sections.  The former is obtained fr
184,thai_mode,thang,"hong wong yai in the electric piano parts of the D and E sections.  The former is obtained from the thang khong wong yai of “Sathukan Klong,” while the latter is  thang khong wong of “Sathukan.”    Fi"
184,thai_mode,thang,"ns.  The former is obtained from the thang khong wong yai of “Sathukan Klong,” while the latter is  thang khong wong of “Sathukan.”    Figure 7.3: Excerpt from “Buang-Suang” electric piano part (mm. 1"
184,thai_mode,thang,"t from “Buang-Suang” electric piano part (mm. 108–119),  highlighting the melodic adaptation of the thang khong wong yai of “Sathukan Klong.”    Figure 7.4: Excerpt from “Buang-Suang” electric piano p"
184,thai_mode,thang,"xcerpt from “Buang-Suang” electric piano part (mm.131–138),  highlighting the melodic adaptation of thang khong wong yai of “Sathukan.”"
185,thai_mode,thang,"t employed in “Buang-Suang” is the imitation  of the ti kep instrumental technique of the ranad ek (thang ranad ek). This particular technique,  which is a sequence of eighths notes produced by ranad"
188,thai_mode,thang,"First background section   Second improvisational  section  Piano plays a written solo  imitating thang dio, a ranad ek  technique.  Vibraphone plays the  melodic adaptation of  “Khmer Liep Nakhon,”"
189,pentatonic,pentatonic,"–38), B (mm.39-46), and C (mm.47- 59), all of  which have primarily been constructed in the A major pentatonic scale (Figure 7.7).  Compositional techniques such as call-and-response and melodic varia"
189,pentatonic,pentatonic,"elodic patterns of B and C are more complex, involving a dense rhythmic  pattern and providing less pentatonic sounds in order to avoid uninteresting ideas generated  from the repetition of melodies A"
189,chromatic,chromatic,"rmed in medium swing. The  concluding statement of the first melodic section, which is based on the chromaticism concepts"
191,thai_mode,thang,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      175  ranad ek, a solo piece called thang dio ranad ek.303 As described in Chapter 3, to perform thang dio  ranad ek, Thai musicians dep"
191,thai_mode,thang,"175  ranad ek, a solo piece called thang dio ranad ek.303 As described in Chapter 3, to perform thang dio  ranad ek, Thai musicians deploy specific techniques, including rua (a single melodic pitc"
191,thai_mode,thang,ixteenth notes of idiomatic  improvisation). I applied these techniques in the piano solo mimicking thang dio ranad ek (Figure  7.8).    Figure 7.8: Piano solo from “Phuen Ban” mimicking thang dio ran
191,thai_mode,thang,"lo mimicking thang dio ranad ek (Figure  7.8).    Figure 7.8: Piano solo from “Phuen Ban” mimicking thang dio ranad ek. (mm. 109, 110,  and 128 for sabat; mm. 113-115 for rua; mm. 119 - 120 for kro; a"
191,thai_mode,Thang,it is primarily constructed in the B-                                                          303 “Thang dio” is used to indicate a solo piece. It can also be applied to other instruments. For exampl
191,thai_mode,thang,"can also be applied to other instruments. For example, a solo  performance in khong wong is called “thang dio khong wong yai.”"
192,pentatonic,pentatonic,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      176  major pentatonic scale (A♯ is used as a passing tone or for harmonizing purposes), which  emphasizes the s"
194,pentatonic,pentatonic,"e sometimes stereotypical “Chinese accent.”305 The melodies of “Samniang Jin” are based  on several pentatonic scales and resemble various Chinese melodies, which developed from  my childhood memories"
194,pentatonic,pentatonic,"ch developed from  my childhood memories of growing up in a Thai southern-Chinese household. These  pentatonic scales include G♭, F, E♭, and A♭ pentatonic. I use them in this piece to create more"
194,pentatonic,pentatonic,"growing up in a Thai southern-Chinese household. These  pentatonic scales include G♭, F, E♭, and A♭ pentatonic. I use them in this piece to create more"
195,diatonic,diatonic,"posed this piece applying chord progressions primarily  derived from the G♭ major scale, though non-diatonic chord progressions also appear several  times throughout the piece. (These include non-diat"
195,diatonic,diatonic,"non-diatonic chord progressions also appear several  times throughout the piece. (These include non-diatonic chords such as C-7, Fmaj9, D13sus, B6/9.)     “Samniang Jin” has two different rhythmic sty"
195,major,major scale,"rmonic standpoint, I composed this piece applying chord progressions primarily  derived from the G♭ major scale, though non-diatonic chord progressions also appear several  times throughout the piece."
195,thai_mode,thang,"the characteristics of Thai classical music identified by David Morton. In  addition, I also employ thang ranad thum and thang ranad ek from “Choed Jin (เชิดจีน),”306 a Thai  classical composition by"
195,thai_mode,thang,"f Thai classical music identified by David Morton. In  addition, I also employ thang ranad thum and thang ranad ek from “Choed Jin (เชิดจีน),”306 a Thai  classical composition by Pra Pradit Pairoh (Me"
196,thai_mode,thang,CHAPTER 7: Jazz Orchestra Portraits of Thailand      180  of “Choed Jin.” (from thang  ranad thum)  by the flute and flugelhorn.  The second layer has been  adapted from the first
196,thai_mode,thang,e and flugelhorn.  The second layer has been  adapted from the first section  of “Choed Jin.” (from thang  ranad thum)    two layers. The first one  comprises the original  melodies performed by the
196,thai_mode,thang,"is  generated. The vibraphone  part has also been taken from  the first section of “Choed  Jin.” in thang ranad ek     Electric piano ostinato is  created, interacting with  brief melodic lines from t"
197,thai_mode,thang,round voices are  provided by alto saxophones  and trumpets with a cup- mute.   Vibraphone imitates thang  ranad ek of “Choed Jin.”  (second section)  Syncopated bass lines and  complicated guitar pat
197,thai_mode,thang,"pet continues to solo,  supported by intensive  background voices.  Vibraphone keeps imitating  the thang ranad ek of “Choed  Jin.” (second section)  24 measures  mm.134-157  12 measures  mm.158-169"
197,thai_mode,thang,"uced by the  woodwinds, accompanied by  the vibraphone part, which is  a melodic adaptation of the  thang ranad ek from “Choed  Jin.” (third section)    Alto saxophone solos for the  climax section. V"
197,thai_mode,thang,ic pattern is  recapitulated. The musical  statement concludes with a  four-section replica of the  thang ranad ek from “Choed  Jin.” (fourth section)  18 measures  mm.196-213  30 measures  mm.214-243
200,thai_mode,thang,"at illustrated the typical sound of Thai-Chinese melodies. I discovered several melodic lines  from thang ranad ek and thang ranad thum, which I then adjusted to be performed by the"
200,thai_mode,thang,"typical sound of Thai-Chinese melodies. I discovered several melodic lines  from thang ranad ek and thang ranad thum, which I then adjusted to be performed by the"
202,modal,mode,"nies, I first chose  the pitches that the row generated, then added suitable harmonies to reflect a modern jazz  sound quality. The harmonic progression of the improvisation sections also follows the"
209,modal,modal,"f contemporary jazz orchestra  composition—such as quartal and spread voicings, extended harmonies, modal interchanges,  and pedal points—to imitate the sound of the drone characteristically produced"
209,modal,mode,in the central area referred to some of the Northern tribes who share cultures with the people of  modern-day Laos as “Lao.”
209,lai,Lai Lom,"in this composition were inspired by two compositions from northeastern  traditional repertoires, “Lai Lom Phat Phrao” and “Lai Teay Khong.” They were also inspired  by four musical interpretations o"
209,lai,Lai Teay,"inspired by two compositions from northeastern  traditional repertoires, “Lai Lom Phat Phrao” and “Lai Teay Khong.” They were also inspired  by four musical interpretations of the Lao accent category"
210,lai,Lai Teay,tones to imitate the drones.  Bass player and bass  trombonist hint at the short  melodic lines of “Lai Teay  Khong.”  14 measures  mm.1-14  7 measures  mm.15-21  9 measures  mm.22-30    B section (In
212,lai,Lai Lom,Trumpet keeps soloing with  contrapuntal  accompaniment by the low- voice instrument in 5/4.  “Lai Lom Phat Phrao” is  performed by alto  saxophone solos.  Swing in 4/4 and the low  voice instrum
212,lai,Lai Teay,ao” is  performed by alto  saxophone solos.  Swing in 4/4 and the low  voice instruments restates  “Lai Teay Khong” in  contrapuntal lines.    27 measures  mm.195-221  16 measures  mm.223-238  7 measu
214,lai,"Lai 
Teay",s  by using triplet rhythmic  figures to highlight the  Afro-Cuban rhythms.   Final reiteration of “Lai  Teay Khong” by bass  trombone.  11 measures  mm.330-340    I section (outro)    11.36–12.27
215,lai,Lai Teay,"y).    Later on in the introduction, I adapt the melody from northeastern traditional composition  “Lai Teay Khong” for the lower-pitched instruments and guitar (mm.23-.26). This melody is  played tog"
216,modal,modal,"fourth in a sequence performed by the guitar and  electric piano for the second theme. In addition, modal interchange between A Aeolian and A  Phrygian modes occurs at the entrance of the B♭maj7 chord"
216,modal,modes,"ectric piano for the second theme. In addition, modal interchange between A Aeolian and A  Phrygian modes occurs at the entrance of the B♭maj7 chord in m. 36.     Figure 7.24: The melody of “Lao Pan.”"
216,phrygian,Phrygian,"r and  electric piano for the second theme. In addition, modal interchange between A Aeolian and A  Phrygian modes occurs at the entrance of the B♭maj7 chord in m. 36.     Figure 7.24: The melody of “"
216,aeolian,Aeolian,"ed by the guitar and  electric piano for the second theme. In addition, modal interchange between A Aeolian and A  Phrygian modes occurs at the entrance of the B♭maj7 chord in m. 36.     Figure 7.24:"
216,lai,Lai Teay,"CHAPTER 7: Jazz Orchestra Portraits of Thailand      200  adaptation of “Lai Teay Khong” used during the introductory sections, the sound of the drone  is reproduced by the"
216,lai,Lai Teay,"the drone  is reproduced by the electric piano (Figure 7.23).      Figure 7.23:  The adaptation of “Lai Teay Khong,” with drone on A in the electric  piano, from “Mekong” (mm.22-26).    For the B sect"
218,modal,modal,"facilitating the extensive development of this melody. After I had adapted this melody,  I applied modal interchanges and modern non-functional harmonies to enrich the tone colors  of this melodic li"
218,modal,mode,"sive development of this melody. After I had adapted this melody,  I applied modal interchanges and modern non-functional harmonies to enrich the tone colors  of this melodic line and to emphasize the"
218,modal,mode,ional harmonies to enrich the tone colors  of this melodic line and to emphasize the character of a modern jazz orchestra. The comparison  between the original melody of “Lao Somdej” and my melodic ar
220,modal,modes,"The harmony includes i7 (m.163), v7 (m.167), and ♭VII7(m.171), and also borrows  chords from other modes to produce interesting and exciting harmonies such as vi-7 (m.183,  Ionian) II7 (m.191, Lydian"
220,lydian,Lydian,"other modes to produce interesting and exciting harmonies such as vi-7 (m.183,  Ionian) II7 (m.191, Lydian), and bVmaj7 (m.187, Locrian), as well as the ii-V-I progression to  emphasize typical jazz h"
220,locrian,Locrian,"esting and exciting harmonies such as vi-7 (m.183,  Ionian) II7 (m.191, Lydian), and bVmaj7 (m.187, Locrian), as well as the ii-V-I progression to  emphasize typical jazz harmonic constructions. In ad"
221,lai,Lai Lom,"5    Figure 7.30: The trumpet solo section in “Mekong” (mm.163-194).    The thematic material from “Lai Lom Phat Phrao,” which was obtained from my  transcription (see Chapter 4), was also applied to"
222,lai,Lai Lom,"aits of Thailand      206    Figure 7.31: Thematic materials in “Mekong” (mm.225-229) derived from “Lai Lom  Phat Phrao.”    For the climax of the solo section, I constructed open voicings by using th"
222,lai,"Lai 
Teay","the drone  sound, which is played by in electric piano (mm. 237- 240), and the thematic melody of “Lai  Teay Khong” is restated and performed by the bass trombone and baritone saxophone parts  (mm. 2"
223,lai,Lai Teay,"207    Figure 7.32: The climax of the solo section of “Mekong,” (mm.236-241) with the  melody of “Lai Teay Khong” restated in the baritone saxophone and bass trombone.    Similar to the musical adap"
224,pentatonic,pentatonic,n) and I-7 (Aeolian). I also construct  modern harmonies and strengthen the characteristic sound of pentatonic scales through  including two parts written primarily in perfect fifths and quartal voici
224,modal,modal,"208  The key center of “Mekong” also modulates from A natural minor to F major, and I also use  modal interchange in several instances, such as II7 (Lydian) and I-7 (Aeolian). I also construct  mo"
224,modal,mode,"modal interchange in several instances, such as II7 (Lydian) and I-7 (Aeolian). I also construct  modern harmonies and strengthen the characteristic sound of pentatonic scales through  including two"
224,lydian,Lydian,"om A natural minor to F major, and I also use  modal interchange in several instances, such as II7 (Lydian) and I-7 (Aeolian). I also construct  modern harmonies and strengthen the characteristic soun"
224,aeolian,Aeolian,"r to F major, and I also use  modal interchange in several instances, such as II7 (Lydian) and I-7 (Aeolian). I also construct  modern harmonies and strengthen the characteristic sound of pentatonic s"
228,lai,Lai Teay,"ssage of the set of sixteen notes in the lead and  second trumpets (m.334). The prominent theme of “Lai Teay Khong” also appears and is  restated again in the bass, vocal, bass trombone parts (mm.329"
231,modal,modes,"composed to respond to them. “Singora” is based on E♭  Mixolydian, F Lydian dominant, and G Ionian modes. The modulation techniques without  pivot chords in various sections of the composition create"
231,lydian,lydian,"ong  ngeng), and the original melodies I composed to respond to them. “Singora” is based on E♭  Mixolydian, F Lydian dominant, and G Ionian modes. The modulation techniques without  pivot chords in va"
231,lydian,Lydian,"), and the original melodies I composed to respond to them. “Singora” is based on E♭  Mixolydian, F Lydian dominant, and G Ionian modes. The modulation techniques without  pivot chords in various sect"
231,mixolydian,Mixolydian,"rn rong  ngeng), and the original melodies I composed to respond to them. “Singora” is based on E♭  Mixolydian, F Lydian dominant, and G Ionian modes. The modulation techniques without  pivot chords i"
236,modal,modal,Trumpet also plays the short  theme of the original  composition.   Tonality shifts to F major  and modal interchanges are  applied to chord  progressions.  delivers monologue until  m. 244. Guitar ke
237,lydian,lydian,"e first section, which consists of sixteen measures, I applied a chord progression  based on E♭ Mixolydian and consisting of 1) Fsus4 (II7) borrowed from the parallel key of E♭  Lydian, 2) D♭add9 (♭VI"
237,lydian,Lydian,"sion  based on E♭ Mixolydian and consisting of 1) Fsus4 (II7) borrowed from the parallel key of E♭  Lydian, 2) D♭add9 (♭VII7), and 3) C-11/E♭ (VI-7). The voicing techniques applied in this section  al"
237,mixolydian,Mixolydian,"n the first section, which consists of sixteen measures, I applied a chord progression  based on E♭ Mixolydian and consisting of 1) Fsus4 (II7) borrowed from the parallel key of E♭  Lydian, 2) D♭add9"
239,phrygian,Phrygian,"re based on the key of  F Lydian, which consists of G7sus4 (II7), and E♭-11(bvii-7) borrowed from F Phrygian. The  voicing in the fourth and closed positions (four-way close voicing) can also be ident"
239,lydian,Lydian,"The harmonic progressions applied in the second part of the B section are based on the key of  F Lydian, which consists of G7sus4 (II7), and E♭-11(bvii-7) borrowed from F Phrygian. The  voicing in"
240,modal,mode,ction is narrated by the female vocalist in mm.25-59 by using  distortion effects to produce a more modern sound suited to the composition. My English  translation of the story is quoted below:
241,major,"major 
scale",note that the key signature in Figure 7.43 has been transposed from the original key signature in G major  scale.
242,pentatonic,pentatonic,passage to the “Tari  Kipas” melody. These melodic lines consist of the combination of an E♭ minor pentatonic  scale—based on the character of the Thai melody—and a C Phrygian dominant scale (m.74).
242,major,major scale,"attern through key changes and rhythmic adjustments. For example, I shifted  the melody from the E♭ major scale to the C Locrian by adding the pitch D♭ (m.118), which  is performed by the vocalist. Th"
242,phrygian,Phrygian,the combination of an E♭ minor pentatonic  scale—based on the character of the Thai melody—and a C Phrygian dominant scale (m.74).  This produces a sound akin to another significant influence of rong
242,locrian,Locrian,"anges and rhythmic adjustments. For example, I shifted  the melody from the E♭ major scale to the C Locrian by adding the pitch D♭ (m.118), which  is performed by the vocalist. This technique also pro"
244,pentatonic,pentatonic,"composed the first melody (17  measures) in the guitar and soprano saxophone based on the B♭ major pentatonic scale,  another reference to the penta-centric elements of Thai music (Figure 7.48)."
244,modal,mode,uintal voicings in the  trombone section (m.121) in order to produce a brighter sound and project a modern voicing.      Figure 7.47: The first climax of “Singora” (mm.118-123).    Rather than moving
245,pentatonic,pentatonic,"C and G which  emphasize the tension of the 9th and 13th (harmonically speaking) over the B♭ major pentatonic  scale used in the main melodic line. The second pattern includes the pitches of C and F,"
255,pentatonic,pentatonic,"appears in the flute parts, and constitutes six measures of  melodic patterns based on the F major pentatonic scale. This melody depicts the sound of calm  and gentleness of northern Thai music. It i"
263,pentatonic,pentatonic,"d the thematic melody for the vocal part of “The Northern Rhapsody,” which  is based on the F major pentatonic scale. My intent was to capture the sound of northern Thai  music, which tends to be more"
264,pentatonic,pentatonic,"e fundamental melodic line up a perfect 5th and  replaced both E♭ and A♭ to avoid the repetition of pentatonic sounds. In addition, I slightly  adjusted the rhythm of the main melody by using rhythmic"
265,pentatonic,pentatonic,"fourth thematic variation (the recapitulation section), the original melody modulates  from F major pentatonic to D♭ major. This melodic pattern is performed by various  instruments: lead trumpet, lea"
270,modal,mode,"s out of a northern Thai melody, and invigorate the  sound of Thai music by integrating elements of modern jazz (Figure 7.72)."
274,pentatonic,pentatonic,"s shuffle feel. Later on, the  guitar again imitates sueng performance, playing melodies in G major pentatonic and F major  pentatonic along with a tremolo technique. The ostinato in the bass also str"
274,pentatonic,pentatonic,", the  guitar again imitates sueng performance, playing melodies in G major pentatonic and F major  pentatonic along with a tremolo technique. The ostinato in the bass also strengthens the  rhythmic s"
276,pentatonic,pentatonic,"ques down into small motifs so that a woodwind  instrument could execute them. Second, to avoid the pentatonic scale’s repetitive sound, which  is the core structure of many Thai music traditions, I u"
276,pentatonic,pentatonic,"icularly in the piece “Mekong,” which I believe is an exemplary case of  avoiding the recurrence of pentatonic scales while also increasing the complexity of Thai  melodies through a variety of jazz c"
279,modal,mode,aen and phin which produce equivalents to suspended chords  in jazz harmony;   8) the use of Dorian mode in salo-pin compositions; and  9) the similarities between the rhythmic accents of isan nuea mu
279,dorian,Dorian,t of khaen and phin which produce equivalents to suspended chords  in jazz harmony;   8) the use of Dorian mode in salo-pin compositions; and  9) the similarities between the rhythmic accents of isan
279,thai_mode,thang,"ical compositional techniques and the  compositional method of jazz (e.g., luk yon [pedal point] or thang plien [melodic  variation]);   4) the concept of thang khreuang dontri, which refers to a styl"
279,thai_mode,thang,"thod of jazz (e.g., luk yon [pedal point] or thang plien [melodic  variation]);   4) the concept of thang khreuang dontri, which refers to a style of instrumental music used  in Thai classical perform"
279,thai_mode,thang,"ployed in jazz  orchestra writing it can produce independent melodic lines;   5) the performance of thang dio, which uses instrumental techniques similar to Western  music;  6) the performance methods"
280,modal,mode,orchestra work.  Examples include:     1) the use of a jazz analysis approach to stimulate melodies modeled (equivalent to jazz  licks) from Thai classical music and northern Thai salo (saw) pin trans
283,modal,Mode,"326 Bo-Wah Leung, Traditional Musics in the Modern World: Transmission, Evolution, and Challenges (Springer  International Publishing, 2018), 3-"
286,modal,Mode,"R Editions, 2016.    Baker, Chris and Phongpaichi, Pasuk. A History of Ayutthaya: Siam in the Early Modern World.  Cambridge: Cambridge University Press, 2017.    ———. A history of Thailand. 2nd editi"
287,thai_mode,Thang,"PhD Diss., University of Pittsburgh. 2004.    Garzoli, John and Binson, Bussakorn. “Improvisation, Thang, and Thai Musical Structure.”  Musicology Australia 40 no.12 (2018), 45-62.   ———. “Intonation"
289,modal,Mode,"rt Province.” Master’s thesis, Mahidol University. 2001.    Leung, Bo-Wah. Traditional Music in the Modern World: Transmission, Evolution, and Challenges.  New York: Springer International Publishing,"
289,modal,Mode,"assical music, Bangkok: Publishing in a memorial  for Phum Bapuyawat, 1970.    Nanongkham, Priwan. “Modern Isan Music as Image: A Positive Identity for the  People of Northeast Thailand,” PhD Diss., K"
290,lai,Lai Pin,"ructional Media.” Journal of Yala Rajabhat University 12 no.1 (2017), 29-43.    Phoosanga, Apiruk. “Lai Pin lsan: Compositional Technique and Performance Styles of  Thongsai Tuptanon and Boomma Kaowon"
295,lai,"Lai 
Teay","ere used  in chapters 3 to 6, as well as the full transcriptions of Sombat Simlah’s performance of “Lai  Teay Khong” and Inchan Muncharoen’s performance of “Thamnong Ngiew,” which were  used in chapte"
299,lai,Lai Teay,of Preliminary Works and Transcriptions      283      Figure A.4a: Sombat Simlah’s performance of “Lai Teay Khong.”
300,lai,Lai Teay,ts of Preliminary Works and Transcriptions      284    Figure A.4b: Sombat Simlah’s performance of “Lai Teay Khong” continued.
301,lai,Lai Teay,ts of Preliminary Works and Transcriptions      285    Figure A.4c: Sombat Simlah’s performance of “Lai Teay Khong” continued.
302,lai,Lai Teay,ts of Preliminary Works and Transcriptions      286    Figure A.4d: Sombat Simlah’s performance of “Lai Teay Khong” continued.
303,lai,Lai Nok,APPENDIX A: Lead Sheets of Preliminary Works and Transcriptions      287    Figure A.5: “Lai Nok Sai Bin Kham Thung.”
304,lai,Lai Teay,APPENDIX A: Lead Sheets of Preliminary Works and Transcriptions      288    Figure A.6a: “Lai Teay Khong.”
305,lai,Lai Teay,APPENDIX A: Lead Sheets of Preliminary Works and Transcriptions      289    Figure A.6b: “Lai Teay Khong” continued.
306,lai,Lai Teay,APPENDIX A: Lead Sheets of Preliminary Works and Transcriptions      290    Figure A.6c: “Lai Teay Khong” continued.
307,lai,Lai Teay,APPENDIX A: Lead Sheets of Preliminary Works and Transcriptions      291    Figure A.6d: “Lai Teay Khong” continued.
320,thai_mode,thang,"n, you must understand that Thai classical music is separated into two categories:  phleng bangkhap thang (a composition which does not enable a musician to improvise) and phleng  mai bangkhap thang ("
320,thai_mode,thang,"ngkhap thang (a composition which does not enable a musician to improvise) and phleng  mai bangkhap thang (a composition that allows a player to improvise). “Lao Duang Duen,”  “Khmer Sai Yok,” and “Sa"
